Complaint_ID,Complaint_Text,Complaint_Type,Block,Floor,Room_No,Category,Duration_Standardized,Support_Count,Priority,Status,Complaint_Date
C0354,Study table in the common area on First floor has a broken drawer.,Public,B,First,15,Furniture,1 week,2,Low,Pending,21-07-2026
C0355,"Dropped my laptop charger somewhere between the library and Block B, if anyone finds it please let me know, for the past 2 days.",Private,B,Ground,4,Security,2 days,0,Low,Pending,22-07-2026
C0356,Part of the false ceiling near the stairwell collapsed suddenly yesterday.,Public,C,First,16,Furniture,1 day,22,High,Resolved,22-07-2026
C0357,"Mess hall tables are always sticky and the floor never actually gets mopped, since this evening.",Public,C,Ground,10,Mess,3 hours,56,High,In Progress,22-07-2026
C0359,"Hot water is leaking from the geyser pipe near the switch, feels risky to be around.",Public,C,First,14,Leakage,4 days,0,High,Resolved,22-07-2026
C0360,"My ID card went missing from the room, not really sure if it was stolen or just misplaced, since Monday.",Private,C,First,11,Security,4 days,0,Low,In Progress,22-07-2026
C0361,Tables in the mess hall are constantly sticky and the floor doesnt seem to get mopped.,Public,C,Ground,8,Mess,6 hours,14,High,In Progress,22-07-2026
C0362,Theres a big water tank overflow issue on the terrace thats been going on for days.,Public,C,Ground,10,Furniture,4 days,65,High,In Progress,22-07-2026
C0363,"Misplaced my spectacles somewhere close to Block C, hoping someone found them.",Private,C,First,17,Security,1 week,0,Low,Resolved,23-07-2026
C0364,Common washroom flush on Second floor is completely broken.,Public,C,Second,30,Washroom,6 days,11,High,Resolved,23-07-2026
C0368,"Someone unknown tried 2 enter our floor around midnight, the entry log wasnt even checked, fr a month now.",Private,A,Ground,5,Security,4 weeks,0,High,Pending,24-07-2026
C0370,Door lock of the common entrance isnt latching properly.,Private,B,Ground,7,Security,6 days,0,High,In Progress,24-07-2026
C0371,The main entrance door of Block A doesnt close properly at night anymore.,Public,A,Second,29,Door,4 days,15,Low,Pending,25-07-2026
C0372,"Cant find my earphones anywhere in the room, not sure if they were taken or I just lost them.",Private,B,First,16,Security,1 hour,0,Low,Resolved,26-07-2026
C0373,Lift floor indicator display isnt working so we cant tell which floor we are on.,Public,A,First,18,Lift,1 week,0,Low,In Progress,26-07-2026
C0374,"Lost my water bottle somewhere near Block A, would really appreciate any help finding it.",Private,A,Second,23,Security,3 days,0,Low,Pending,26-07-2026
C0377,"Since noon, corridor lights on Second floor have been flickering on and off for no reason.",Public,C,Second,25,Electricity,6 hours,4,High,In Progress,27-07-2026
C0385,"The lock on the main entrance door doesnt catch properly, keeps swinging open on its own.",Private,B,First,11,Security,1 day,0,High,In Progress,28-07-2026
C0386,"Cant get any sleep because construction right outside starts so early, around 6am.",Public,B,Second,24,Noise,8 hours,9,High,Rejected,28-07-2026
C0387,"My room door lock is jammed, I had to climb through the window yesterday.",Public,C,Second,28,Furniture,1 day,0,High,Pending,28-07-2026
C0388,"Mosquito problem gets really bad by evening, still no nets or repellent provided.",Public,C,First,14,Pest Control,3 hours,3,Medium,In Progress,29-07-2026
C0389,Boundary wall near Block B has a visible crack running through it.,Public,B,Second,22,Furniture,2 days,32,High,Pending,29-07-2026
C0393,The common room sofa has a broken leg and tilts to one side whenever you sit on it.,Public,C,First,18,Furniture,6 hours,7,Low,In Progress,30-07-2026
C0396,"Laundry area tap is leaking badly, theres always a puddle near the machines.",Public,C,Ground,3,Laundry,4 days,4,Medium,In Progress,31-07-2026
C0397,"Cant find my wrist watch anywhere near Block B, lost track of it a few days back.",Private,B,Second,27,Security,1 week,0,Low,Pending,31-07-2026
C0398,Fan in Room 36 wobbles and grinds loudly whenever its set to high speed.,Public,C,First,11,Electricity,8 days,0,Low,Pending,31-07-2026
C0400,"Light inside the lift is really dim, hard to see anything at night.",Public,B,First,19,Lift,4 days,4,Low,Resolved,31-07-2026
C0401,Shower in the common bathroom only gives cold water no matter how long you wait.,Public,B,Fourth,41,Washroom,2 hours,3,Medium,Resolved,11-05-2026
C0402,Wifi speed in the corner rooms is always weaker than the rest of the floor.,Public,A,Ground,3,WiFi,4 days,1,Low,Pending,18-07-2026
C0403,There was no water at all on our floor for almost the whole morning.,Public,B,First,14,Water Supply,1 day,9,High,In Progress,25-03-2026
C0405,Window latch in my room is a bit stiff but still usable.,Public,B,Second,21,Window,2 days,1,Low,In Progress,23-06-2026
C0406,My laptop was stolen from my room while i had stepped out for dinner.,Private,B,First,16,Security,2 days,0,High,Pending,26-07-2026
C0407,The washroom on our floor hasnt been cleaned properly in a while.,Public,B,Fourth,41,Washroom,1 day,5,Medium,Pending,18-07-2026
C0408,"The water cooler on our floor makes a loud buzzing noise, for 4 days now.",Public,A,Second,29,Water Cooler,1 week,6,Low,Rejected,06-03-2026
C0409,"Ever since the new semester started, the wifi speed has really slowed down.",Public,B,First,12,WiFi,4 weeks,12,Medium,In Progress,21-06-2026
C0410,There was a complete power outage on our floor for almost the entire night.,Public,C,Third,33,Electricity,2 days,21,High,Pending,09-05-2026
C0411,"There is a slight rattling sound from the fan blade in my room, not too bothersome yet.",Public,B,Second,23,Fan,2 days,0,Low,In Progress,26-05-2026
C0412,"Mosquitoes swarm near the washroom every evening, its a real problem.",Public,C,Ground,1,Pest Control,8 days,9,Medium,Pending,19-07-2026
C0413,"The lift has been making a grinding noise and stopping abruptly between floors, for 6 days.",Public,A,Ground,1,Lift,5 hours,25,High,Resolved,14-06-2026
C0414,The ethernet port in my room hasnt been working for the past few days.,Public,C,Ground,8,Internet,8 days,12,Medium,In Progress,18-07-2026
C0415,A bike parked near the fire exit is blocking it completely.,Public,C,Second,24,Parking,2 weeks,12,Medium,Pending,13-07-2026
C0416,"Water coming out of the tap looks slightly cloudy and has a strange smell, for almost a week.",Public,C,Second,23,Water Supply,8 days,4,Medium,In Progress,09-02-2026
C0417,Wifi has been much slower ever since the new semester started.,Public,A,First,17,WiFi,3 days,21,Medium,Pending,29-07-2026
C0418,The mess only had one curry option today which felt less compared to usual.,Public,B,Second,27,Mess,6 days,9,Low,Pending,12-07-2026
C0419,For a few days now the washroom light on our floor hasnt turned on despite flipping the switch repeatedly.,Public,A,Third,37,Light,4 weeks,1,Medium,Pending,24-07-2026
C0420,"All week the water supply has been irregular, some days it doesnt come at all.",Public,A,Third,33,Water Supply,6 days,9,High,Resolved,14-03-2026
C0421,"Lunch vegetables today werent cleaned properly, mud was still visible.",Public,B,Fourth,48,Mess,12 days,10,Medium,Resolved,15-05-2026
C0422,"The timing of water supply keeps shifting and nobody tells us in advance, for close to a fortnight.",Public,B,Fourth,50,Water Supply,2 weeks,4,Medium,Pending,11-07-2026
C0423,Loose door handle in my room looks like its about to come off completely.,Public,B,Fourth,42,Door,4 days,1,Low,Pending,19-05-2026
C0424,There are quite a few mosquitoes near the washroom area every evening.,Public,A,First,20,Pest Control,1 week,5,Medium,Rejected,25-01-2026
C0425,One of the washroom doors doesnt latch shut properly.,Public,A,Ground,7,Washroom,4 hours,3,Medium,Rejected,26-06-2026
C0426,Not much space left in the cycle stand by the block entrance these days.,Public,A,Third,40,Parking,4 days,12,Low,Pending,15-06-2026
C0427,The food served at dinner today tasted undercooked and a few of us felt uneasy after eating it.,Public,B,Fourth,44,Mess,6 days,23,High,Pending,05-07-2026
C0428,Construction work outside starts really early and disturbs everyone trying to study.,Public,A,First,20,Noise,2 hours,15,Medium,Pending,12-07-2026
C0429,Wifi speed has dropped drastically since the new semester started.,Public,C,Second,28,WiFi,3 days,20,Medium,Resolved,13-04-2026
C0430,"Found a small insect in todays sabzi, quite off-putting.",Public,C,Second,29,Mess,1 hour,14,High,Pending,12-07-2026
C0431,Almost a week now and the laundry service still hasnt picked up on schedule.,Public,B,First,18,Laundry,1 day,2,Medium,Rejected,29-05-2026
C0432,"The chair in my room has a broken leg and wobbles every time i sit on it, since Wednesday.",Public,B,Ground,1,Furniture,2 days,0,Low,Rejected,05-06-2026
C0433,The door handle in my room feels loose and might fall off soon.,Public,B,Second,28,Door,1 hour,1,Low,Resolved,17-03-2026
C0434,"Cycle stand near the block entrance is overcrowded, hardly any space left.",Public,B,Ground,3,Parking,5 hours,15,Low,Resolved,27-03-2026
C0435,"Since the new semester began, wifi speeds have dropped noticeably.",Public,A,Fourth,45,WiFi,13 days,28,Medium,Resolved,09-06-2026
C0436,Laundry returned my shirt with a fresh tear that definitely wasnt there before I sent it.,Public,A,Ground,3,Laundry,2 days,0,Low,Pending,20-07-2026
C0437,Our floor had no water at all for nearly the entire morning.,Public,C,Fourth,42,Water Supply,1 week,13,High,Resolved,07-06-2026
C0438,"I think someone went through my drawer while i was out, a few things feel out of place, for a month now.",Private,C,Ground,5,Security,2 days,0,Medium,Resolved,20-04-2026
C0439,Garbage from the bins near the entrance hasnt been cleared in three days.,Public,A,Third,37,Cleanliness,4 hours,9,Medium,Pending,06-07-2026
C0440,Attending online classes has become a struggle because the connection keeps cutting out.,Public,B,Ground,10,WiFi,3 days,27,Medium,Rejected,24-03-2026
C0441,"The tank supplying our floor seems to have run dry, taps are just making noise with no water coming out, for more than 10 days.",Public,C,First,20,Water Supply,8 days,20,High,Pending,16-07-2026
C0442,"Mess menu hasnt changed in four days, getting a bit repetitive.",Public,C,Second,28,Mess,2 weeks,15,Medium,Pending,06-07-2026
C0444,"Flush in the washroom near the stairs has completely stopped working, since noon.",Public,C,Ground,5,Washroom,1 day,22,High,Pending,25-07-2026
C0445,"Feels like someone went through my drawer while I was out, a few things seem out of place.",Private,A,First,12,Security,5 hours,0,Medium,In Progress,21-06-2026
C0446,"Laundry pickups keep getting pushed back, its been almost a week now.",Public,C,First,19,Laundry,12 days,1,Medium,In Progress,01-06-2026
C0447,Tap water looks a bit cloudy lately and has an odd smell to it.,Public,B,First,15,Water Supply,4 weeks,19,Medium,Pending,15-07-2026
C0448,Cctv camera near the back gate hasnt been working for over a week.,Public,A,First,14,Security,2 hours,28,High,In Progress,24-06-2026
C0449,Flush by the stairs washroom hasnt been working at all.,Public,C,Ground,10,Washroom,3 hours,19,High,In Progress,12-07-2026
C0451,"Our blocks main entrance door has been jammed half open for two days, not safe at night.",Public,B,Second,30,Door,2 hours,11,High,In Progress,13-06-2026
C0452,Our floors power has been cutting in and out hourly since yesterday.,Public,A,Ground,5,Electricity,1 week,8,High,Resolved,01-03-2026
C0453,The wifi on our floor becomes almost unusable every evening after 8.,Public,C,First,13,WiFi,1 day,10,Medium,Pending,20-07-2026
C0454,"The common room hasnt been swept in days, dust has piled up everywhere.",Public,A,First,11,Cleanliness,13 days,19,Medium,In Progress,10-07-2026
C0455,Same food has been on the mess menu for four days in a row.,Public,B,First,15,Mess,3 days,18,Medium,In Progress,02-07-2026
C0456,"Todays lunch vegetables had visible mud on them, clearly not washed properly.",Public,B,Fourth,47,Mess,1 day,4,Medium,In Progress,07-02-2026
C0457,Water from the bathroom drain backs up every time someone upstairs uses the washroom.,Public,B,Third,36,Drainage,5 hours,13,High,Pending,28-07-2026
C0458,The window in my room doesnt close properly and lets in rain during storms.,Public,A,Ground,8,Window,6 days,1,Medium,In Progress,21-06-2026
C0460,"My roommate and I keep clashing over shared space, tension has been building up.",Private,C,Ground,4,Security,4 days,0,Medium,Pending,05-07-2026
C0461,"Common bathroom shower has been giving only cold water for a while now, no matter how long you run it.",Public,A,Third,36,Washroom,6 days,6,Medium,Pending,22-07-2026
C0462,"Cockroaches have basically taken over the mess kitchen, its an unhygienic mess in there.",Public,C,Fourth,45,Pest Control,1 hour,12,High,Resolved,19-03-2026
C0463,The main electrical panel for our floor is making a buzzing sound constantly.,Public,A,First,19,Electricity,1 hour,19,High,In Progress,25-04-2026
C0464,"Someone parked a bike blocking the fire exit near the parking area, for the past 2 days.",Public,A,Second,24,Parking,1 day,5,Medium,In Progress,29-06-2026
C0465,"Only one curry option was served today, felt like less variety than the usual mess menu.",Public,B,Third,40,Mess,6 hours,1,Low,Pending,12-06-2026
C0466,The timing of water supply keeps shifting and nobody tells us in advance.,Public,A,First,13,Water Supply,4 weeks,3,Medium,Rejected,17-02-2026
C0467,"One bulb in the corridor near the stairs has fused and needs replacing, since Monday.",Public,C,Third,34,Light,5 hours,1,Low,Resolved,09-03-2026
C0468,Power has been cutting on and off every hour on our floor since yesterday.,Public,A,First,20,Electricity,3 days,11,High,Resolved,16-06-2026
C0469,A rat has been spotted moving around the store room near the common area at night.,Public,A,Third,31,Pest Control,6 days,24,High,In Progress,28-05-2026
C0471,There hasnt been any drinking water in the cooler since this morning.,Public,B,Second,22,Water Cooler,4 days,9,Medium,In Progress,12-07-2026
C0472,WiFi on our floor barely works once it gets past 8 in the evening.,Public,C,First,13,WiFi,2 hours,6,Medium,In Progress,27-05-2026
C0473,One of my shirts came back from laundry with a tear that wasnt there before.,Public,A,Second,22,Laundry,1 day,1,Low,In Progress,04-05-2026
C0474,"Mattress has a musty smell that wont go away even after airing it out, since Tuesday.",Public,A,Ground,8,Mattress,5 hours,1,Medium,Pending,08-07-2026
C0475,Paint on the study table in my room is peeling off badly.,Public,C,Third,40,Furniture,2 days,1,Low,In Progress,18-05-2026
C0476,The dustbin in the common area has gone missing since last week.,Public,C,Ground,3,Furniture,2 hours,0,Low,In Progress,12-02-2026
C0477,"No hot water coming from the common bathroom shower at all, tried waiting it out but nothing.",Public,C,First,16,Washroom,2 days,16,Medium,Pending,20-04-2026
C0478,The security guard at the main gate was missing for almost the entire night.,Public,A,Second,27,Security,1 hour,35,High,Pending,21-07-2026
C0480,The back gate CCTV camera has been out of order for over a week now.,Public,A,Second,27,Security,2 days,10,High,Pending,22-07-2026
C0481,"Its a bit stiff, but the window latch in my room still functions okay.",Public,B,Second,28,Window,12 days,1,Low,Pending,27-07-2026
C0482,"The wifi on our floor becomes almost unusable every evening after 8, for close to a fortnight.",Public,A,Fourth,50,WiFi,3 days,21,Medium,In Progress,28-05-2026
C0485,The CCTV camera by the back gate stopped working over a week ago and still hasnt been fixed.,Public,B,Fourth,46,Security,4 days,18,High,Pending,30-07-2026
C0486,Garbage near the entrance bins hasnt been cleared for three days now.,Public,A,Second,21,Cleanliness,1 day,4,Medium,Resolved,06-05-2026
C0489,"Every time someone upstairs uses the washroom, water backs up from the bathroom drain in my room.",Public,A,First,20,Drainage,4 weeks,11,High,Pending,08-07-2026
C0490,"At night the main door of our block doesnt shut properly, feels like a safety issue.",Public,B,Ground,3,Door,1 day,1,Medium,In Progress,31-05-2026
C0492,"Dinner tonight was undercooked, a few of us felt uneasy after eating it.",Public,B,First,13,Mess,1 week,6,High,In Progress,19-05-2026
C0494,The laundry service keeps delaying pickups by almost a week now.,Public,B,Third,38,Laundry,4 hours,1,Medium,Resolved,31-05-2026
C0495,Someone has left their bike right in front of the fire exit near the parking area.,Public,B,Third,39,Parking,12 days,19,Medium,In Progress,18-02-2026
C0496,"Light outside our room door has been dim for quite some time, probably needs replacing.",Public,A,Fourth,49,Light,4 days,1,Low,In Progress,19-07-2026
C0498,The washroom light on our floor stays off no matter how many times we flip the switch.,Public,C,First,13,Light,5 hours,0,Medium,In Progress,01-06-2026
C0500,Our floor had a total power outage that lasted almost the whole night.,Public,B,Ground,7,Electricity,1 day,28,High,Pending,20-07-2026
C0501,"One of the washroom doors doesnt latch shut properly, for the past 2 days.",Public,A,Second,30,Washroom,5 hours,4,Medium,Pending,07-07-2026
C0502,"No matter how much I air it out, my mattress keeps smelling musty.",Public,B,Second,27,Mattress,3 hours,0,Medium,Pending,28-07-2026
C0503,Mess timing shifts around without warning and were ending up missing meals because of it.,Public,C,Ground,10,Mess,2 days,26,Medium,Resolved,27-02-2026
C0504,"Water keeps seeping in through the wall near the window during heavy rain, for more than 10 days.",Public,C,Ground,8,Leakage,6 days,1,High,Resolved,20-01-2026
C0505,There is a rat moving around the store room near the common area at night.,Public,B,Ground,4,Pest Control,4 days,17,High,In Progress,15-03-2026
C0506,Power went out completely on our floor for almost the whole night.,Public,B,Second,27,Electricity,5 hours,25,High,Pending,30-07-2026
C0507,One leg is broken on my rooms chair and it wobbles whenever I sit down.,Public,A,Fourth,43,Furniture,2 weeks,1,Low,Resolved,20-05-2026
C0508,"Water from the bathroom drain backs up every time someone upstairs uses the washroom, since last Friday.",Public,B,Third,36,Drainage,8 hours,29,High,Resolved,04-05-2026
C0512,Wifi is consistently weaker in the corner rooms than anywhere else on the floor.,Public,C,Ground,2,WiFi,13 days,1,Low,In Progress,29-04-2026
C0513,Its hard to concentrate on studies because of how early the outside construction begins.,Public,B,Second,25,Noise,5 hours,16,Medium,In Progress,30-06-2026
C0514,"Tube light in my room wont stop flickering, its been like this for two days.",Public,C,Fourth,41,Light,4 days,1,Medium,Pending,10-06-2026
C0516,"The pipe behind the washroom wall is leaking and the floor stays wet all the time, since last Friday.",Public,A,Fourth,49,Leakage,1 day,4,High,In Progress,18-07-2026
C0517,A group of students has been blasting music till 2am every night this week.,Public,A,Ground,6,Noise,12 days,32,High,Pending,07-05-2026
C0518,"Water only runs for about an hour each morning, barely enough for everyone to manage.",Public,B,Third,40,Water Supply,2 days,6,Medium,Resolved,10-05-2026
C0519,Common rooms window pane got cracked from last nights strong wind.,Public,C,Fourth,42,Window,5 hours,1,Medium,In Progress,10-06-2026
C0520,Staircase landing on our floor hasnt been mopped in well over a week.,Public,A,Fourth,49,Cleanliness,1 week,11,Medium,Resolved,28-04-2026
C0521,"My internet connection drops every few minutes, really disrupts online classes.",Public,C,Second,28,WiFi,6 days,8,Medium,Pending,27-07-2026
C0522,This time my laundry bag came back mixed up with someone elses.,Public,A,Second,26,Laundry,1 day,0,Low,Resolved,27-01-2026
C0523,My bed frame keeps creaking loudly and one of its legs feels loose.,Public,C,Fourth,46,Furniture,2 weeks,2,Medium,Resolved,21-03-2026
C0524,Flush in the washroom near the stairs has completely stopped working.,Public,C,Second,24,Washroom,4 hours,12,High,Resolved,01-04-2026
C0525,Studying has become tough with construction starting so early right outside.,Public,A,Ground,5,Noise,4 weeks,21,Medium,Pending,23-07-2026
C0526,Fan in the corridor cuts out after only about ten minutes of running.,Public,B,Second,29,Fan,1 hour,7,Medium,Pending,09-07-2026
C0527,Roti served today was undercooked on one side.,Public,B,Ground,10,Mess,6 days,6,Low,Resolved,16-04-2026
C0528,A few seniors have been mocking me constantly in the common room and i dont feel comfortable going there anymore.,Private,A,First,20,Security,3 days,0,Medium,Rejected,01-04-2026
C0529,Four days running and the mess is still serving the exact same menu.,Public,A,Second,28,Mess,2 days,6,Medium,In Progress,16-04-2026
C0530,"Someone has been messaging me repeatedly even after i asked them to stop, its starting to make me uncomfortable.",Private,B,Third,40,Security,5 hours,0,Medium,Resolved,09-06-2026
C0531,Its really hard to concentrate on studying with construction noise starting outside so early.,Public,A,Third,34,Noise,8 days,9,Medium,Pending,11-07-2026
C0532,"Cant get the washroom door to latch properly, it keeps swinging back open.",Public,B,Third,33,Washroom,4 days,5,Medium,Resolved,03-06-2026
C0533,Dinner tonight tasted undercooked and a couple of us felt sick after eating it.,Public,C,First,15,Mess,4 weeks,22,High,Rejected,27-03-2026
C0535,Theres a constant buzzing sound coming from the electrical panel on our floor.,Public,C,Fourth,46,Electricity,8 hours,35,High,Resolved,16-04-2026
C0536,"Mud was visible on the vegetables served at lunch today, they werent washed well.",Public,C,Second,24,Mess,1 day,11,Medium,Pending,08-07-2026
C0537,Got my shirt back from laundry with a tear in it that definitely wasnt there before.,Public,B,First,14,Laundry,5 hours,0,Low,Pending,26-07-2026
C0538,My rooms switchboard cover has a crack in it and part of the wiring is showing.,Public,C,Third,35,Electricity,3 days,3,Medium,Resolved,11-06-2026
C0539,Nonstop flickering from my rooms tube light for the past couple of days.,Public,B,Fourth,43,Light,13 days,1,Medium,Pending,28-07-2026
C0540,There was loud shouting from the room next door well past midnight again.,Public,C,First,20,Noise,4 weeks,18,High,Pending,25-07-2026
C0541,"The washroom on our floor hasnt been cleaned properly in a while, for 2 weeks now.",Public,C,Fourth,46,Washroom,2 hours,7,Medium,Pending,05-07-2026
C0542,"The vegetables in todays lunch were not washed properly, could see mud on them.",Public,A,Third,37,Mess,4 days,14,Medium,Resolved,12-05-2026
C0543,"The common washroom on our floor has had a foul smell for two days now, nobody wants to use it.",Public,B,First,15,Washroom,2 days,9,High,In Progress,30-06-2026
C0544,The tube light in my room has been flickering non stop since two days.,Public,A,Second,29,Light,1 week,2,Medium,In Progress,21-06-2026
C0546,"Window latch in my room feels a bit stiff, still works but could use a fix.",Public,C,Fourth,42,Window,1 day,1,Low,Pending,15-04-2026
C0548,Some seniors keep making fun of me in the common room and its gotten to the point where I try to avoid going there.,Private,B,Second,25,Security,8 hours,0,Medium,In Progress,16-04-2026
C0550,Water cooler on our floor makes a loud buzzing sound whenever its running.,Public,C,Fourth,47,Water Cooler,1 hour,3,Low,In Progress,28-06-2026
C0551,The fan in our corridor stops working after running for barely ten minutes.,Public,B,Fourth,41,Fan,4 weeks,4,Medium,Pending,18-07-2026
C0552,"Todays mess menu had just one curry, felt like a step down from the usual spread.",Public,C,Ground,4,Mess,3 days,1,Low,In Progress,17-05-2026
C0553,The fan regulator knob in my room is a bit loose but the fan still works fine.,Public,A,Third,31,Fan,5 hours,1,Low,Pending,11-07-2026
C0555,Some students have been playing loud music till 2 am every night this week.,Public,B,Ground,10,Noise,6 days,32,High,Resolved,05-06-2026
C0558,"The pipe behind the washroom wall is leaking and the floor stays wet all the time, since this morning.",Public,B,Fourth,41,Leakage,6 hours,2,High,Pending,07-07-2026
C0559,"My drawer looks disturbed, like someone went through it while I was away.",Private,B,First,11,Security,2 days,0,Medium,In Progress,04-03-2026
C0560,The drain outside our block has been blocked for two days and water is starting to overflow.,Public,C,First,15,Drainage,5 hours,13,High,Pending,16-07-2026
C0562,"Water supply has been irregular the entire week, some days it just doesnt come.",Public,B,First,17,Water Supply,6 days,28,High,Pending,26-07-2026
C0563,The corridor light right outside my door is dim and could use a replacement.,Public,C,Ground,6,Light,12 days,1,Low,Pending,22-07-2026
C0564,The mattress in my room has flattened out completely and isnt comfortable to sleep on anymore.,Public,C,Ground,1,Mattress,3 hours,0,Low,Pending,09-07-2026
C0565,Washroom light on our floor doesnt turn on no matter how many times we try the switch.,Public,A,Fourth,48,Light,3 hours,1,Medium,Resolved,16-01-2026
C0566,"Shower in the common bathroom refuses to give hot water, its been like this for some time.",Public,A,Third,37,Washroom,4 days,16,Medium,Resolved,03-06-2026
C0567,"Bulb outside our room door has been dim for a while, might be time to swap it out.",Public,B,First,17,Light,2 days,5,Low,Rejected,13-03-2026
C0568,"The washroom door in my room doesnt lock properly, since this morning.",Public,A,First,18,Door,12 days,1,Medium,In Progress,09-07-2026
C0569,Someone stole my laptop from my room while I was out at dinner.,Private,A,Ground,4,Security,4 hours,0,High,In Progress,19-06-2026
C0570,Cobwebs have built up in the corner of the corridor and nobody seems to have noticed.,Public,C,Third,37,Cleanliness,1 week,2,Low,Pending,17-07-2026
C0571,"Lift doors dont close properly and it still starts moving, feels really unsafe.",Public,B,Third,39,Lift,1 day,10,High,Pending,14-05-2026
C0572,Back gate CCTV has been non-functional for more than a week now.,Public,C,Third,38,Security,1 week,19,High,Pending,10-07-2026
C0573,"Bins near the entrance are overflowing, garbage hasnt been cleared in three days.",Public,C,First,12,Cleanliness,2 hours,4,Medium,Pending,09-07-2026
C0574,Todays roti came out undercooked on one side.,Public,A,Fourth,48,Mess,2 weeks,7,Low,Resolved,11-03-2026
C0575,"Dust has settled thick on the window sills in the common area, since this morning.",Public,C,Ground,10,Cleanliness,8 hours,5,Low,Resolved,24-04-2026
C0576,My clothes from laundry still havent been returned days after I dropped them off.,Public,C,Third,33,Laundry,8 days,1,Medium,Resolved,05-02-2026
C0577,The dustbin thats usually in the common area has gone missing since last week.,Public,B,First,14,Furniture,3 hours,1,Low,Resolved,22-02-2026
C0578,Evenings bring a lot of mosquitoes near the washroom area.,Public,B,Second,27,Pest Control,6 hours,15,Medium,Resolved,13-04-2026
C0579,"Theres a bad smell in our floor washroom thats been there for two days, nobody wants to go in.",Public,B,Third,38,Washroom,1 hour,8,High,Resolved,24-05-2026
C0580,"Kitchen area in the mess has a serious cockroach problem, doesnt look hygienic at all.",Public,B,Ground,8,Pest Control,3 days,17,High,Resolved,20-06-2026
C0583,The same menu has been repeated for four days in a row now.,Public,C,Fourth,47,Mess,4 days,15,Medium,In Progress,27-05-2026
C0585,"The wifi on our floor becomes almost unusable every evening after 8, since last Friday.",Public,C,Second,24,WiFi,2 weeks,15,Medium,Pending,27-07-2026
C0586,"There was a small insect found in todays sabzi, several of us noticed it.",Public,A,Fourth,42,Mess,2 days,33,High,In Progress,08-04-2026
C0587,"Dust has settled thick on the window sills in the common area, for close to a fortnight.",Public,A,Fourth,43,Cleanliness,4 hours,4,Low,Pending,24-07-2026
C0588,Corridor fan keeps switching off after just ten minutes of use.,Public,A,First,15,Fan,6 days,3,Medium,In Progress,30-06-2026
C0589,Fan in the common reading room makes a loud grinding noise whenever its switched on.,Public,C,First,17,Fan,1 day,6,Medium,Resolved,14-03-2026
C0590,"Ceiling fan in my room has slowed down to almost half speed even on the highest setting, since last week.",Public,B,Ground,5,Fan,1 day,0,High,In Progress,07-07-2026
C0591,Our room has been without a working socket near the desk for a few days.,Public,C,Third,33,Electricity,1 day,3,Medium,Resolved,13-03-2026
C0592,Water from the tap has looked cloudy with a strange smell for a few days now.,Public,B,Second,29,Water Supply,6 days,11,Medium,Pending,19-07-2026
C0593,"Two days since my fan stopped working, the heat is making it really hard to sleep at night.",Public,A,Ground,4,Fan,6 days,1,High,Pending,29-07-2026
C0594,Corner of the corridor has cobwebs building up that no one seems to have noticed.,Public,C,Fourth,46,Cleanliness,6 hours,7,Low,Resolved,04-06-2026
C0595,Water cooler on our floor has stopped giving cold water for the last two days.,Public,B,Fourth,41,Water Cooler,5 hours,10,Medium,In Progress,30-05-2026
C0596,"A few of my things looked out of place, feels like someone was in my drawer while I was out.",Private,C,Third,33,Security,1 day,0,Medium,In Progress,19-06-2026
C0597,Dust has settled thick on the window sills in the common area.,Public,C,Fourth,49,Cleanliness,1 day,7,Low,Resolved,27-05-2026
C0600,"Laundry bag i submitted got mixed up with someone elses this time, for almost 2 weeks.",Public,B,Second,24,Laundry,6 days,1,Low,Pending,14-07-2026
C0604,"The switchboard cover in my room is cracked and the wiring is slightly exposed, since this evening.",Public,B,First,12,Electricity,2 hours,7,Medium,Pending,07-07-2026
C0605,"Even after telling them to stop, someone keeps messaging me repeatedly and its making me uncomfortable.",Private,A,Second,23,Security,2 weeks,0,Medium,Pending,10-07-2026
C0606,We keep missing meals because mess timing changes without any warning.,Public,A,Third,34,Mess,4 days,13,Medium,Resolved,18-04-2026
C0607,"Vegetables at lunch today looked unwashed, could see mud on them.",Public,C,First,12,Mess,13 days,12,Medium,Pending,29-07-2026
C0608,Main door of our block doesnt close properly at night which feels unsafe.,Public,A,Second,27,Door,6 days,1,Medium,In Progress,03-03-2026
C0609,"Mess only offered a single curry option today, less choice than we normally get.",Public,B,Fourth,41,Mess,8 days,8,Low,Resolved,06-06-2026
C0611,Cash went missing from my drawer while I was away over the weekend.,Private,B,Second,27,Security,2 days,0,High,Pending,07-07-2026
C0613,"The light outside our room door has been dim for a while now, might need changing.",Public,B,Third,35,Light,6 days,1,Low,In Progress,21-02-2026
C0615,My chair wobbles a lot because one of its legs is broken.,Public,A,Second,30,Furniture,1 week,0,Low,Resolved,29-03-2026
C0616,Clothes ive dropped for washing four days back still havent been returned.,Public,B,Ground,1,Laundry,1 day,0,Medium,Pending,23-04-2026
C0617,My mattress has gone completely flat and its uncomfortable to sleep on now.,Public,A,Second,26,Mattress,4 hours,1,Low,Pending,26-07-2026
C0618,Water only comes for about an hour in the morning which is barely enough for everyone.,Public,B,Fourth,42,Water Supply,4 weeks,18,Medium,In Progress,26-05-2026
